preferred	ensembl	entrez
HGF	ENSG00000019991	3082
RPL7P41	ENSG00000241146	ENSG00000241146
NLGN4Y-AS1	ENSG00000228787	100874056
AC046143.1	ENSG00000229334	ENSG00000229334
AL591479.1	ENSG00000233765	ENSG00000233765
ENSG00000268846	ENSG00000268846	ENSG00000268846
AC079834.1	ENSG00000230406	ENSG00000230406
AC023310.1	ENSG00000258488	ENSG00000258488
ENSG00000236233	ENSG00000236233	ENSG00000236233
AC130462.1	ENSG00000261864	ENSG00000261864
DLGAP1	ENSG00000170579	9229
ENSG00000203507	ENSG00000203507	ENSG00000203507
ERVH-1	ENSG00000251292	ENSG00000251292
ENSG00000263796	ENSG00000263796	ENSG00000263796
GPR68	ENSG00000119714	8111
DMC1	ENSG00000100206	11144
ENSG00000232686	ENSG00000232686	ENSG00000232686
LINC02274	ENSG00000258586	100506498
AL354989.1	ENSG00000228352	ENSG00000228352
ARHGEF38	ENSG00000236699	54848
AC137630.2	ENSG00000235236	ENSG00000235236
RN7SL745P	ENSG00000242182	ENSG00000242182
AC127024.3	ENSG00000265443	ENSG00000265443
ANGPTL4	ENSG00000167772	51129
DUSP23	ENSG00000158716	54935
AC138956.1	ENSG00000250909	ENSG00000250909
KCNQ5	ENSG00000185760	56479
AL163051.1	ENSG00000260806	ENSG00000260806
RPL37AP8	ENSG00000176343	ENSG00000176343
ENSG00000203594	ENSG00000203594	ENSG00000203594
TEX41	ENSG00000226674	401014
RN7SL804P	ENSG00000266185	ENSG00000266185
FAM3D-AS1	ENSG00000244383	105377108
IGHJ3	ENSG00000242887	ENSG00000242887
LRRC29	ENSG00000125122	26231
PACS1	ENSG00000175115	55690
C14orf28	ENSG00000179476	122525
PREP	ENSG00000085377	5550
CPSF7	ENSG00000149532	79869
FAM120B	ENSG00000112584	84498
TMEM109	ENSG00000110108	79073
PARL	ENSG00000175193	55486
ZMYND11	ENSG00000015171	10771
ILF2	ENSG00000143621	3608
PUM1	ENSG00000134644	9698
SLC18A2	ENSG00000165646	6571
RERG	ENSG00000134533	85004
GFM1	ENSG00000168827	85476
LRRC37A2	ENSG00000238083	474170
HELLS	ENSG00000119969	3070
ARPC2	ENSG00000163466	10109
CHEK1	ENSG00000149554	1111
WDR45B	ENSG00000141580	56270
GCNA	ENSG00000147174	93953
GSG1	ENSG00000111305	83445
FOXN2	ENSG00000170802	3344
DPH3	ENSG00000154813	285381
ZNF274	ENSG00000171606	10782
SLC25A5	ENSG00000005022	292
ADK	ENSG00000156110	132
AC078795.1	ENSG00000269984	ENSG00000269984
RAB30	ENSG00000137502	27314
HELB	ENSG00000127311	92797
TRAK2	ENSG00000115993	66008
SPIN4	ENSG00000186767	139886
RN7SL121P	ENSG00000263974	ENSG00000263974
AC046134.1	ENSG00000214280	ENSG00000214280
PSMB1	ENSG00000008018	5689
FUCA2	ENSG00000001036	2519
LAPTM4A	ENSG00000068697	9741
AP4B1	ENSG00000134262	10717
SDR39U1	ENSG00000100445	56948
TXLNA	ENSG00000084652	200081
AC008676.1	ENSG00000248544	ENSG00000248544
AL109628.1	ENSG00000259121	ENSG00000259121
AC005786.3	ENSG00000267436	ENSG00000267436
KLF4	ENSG00000136826	9314
RN7SL728P	ENSG00000241144	ENSG00000241144
AC093525.3	ENSG00000260436	ENSG00000260436
AC242498.1	ENSG00000271644	ENSG00000271644
KLF6	ENSG00000067082	1316
BEND6	ENSG00000151917	221336
RN7SL132P	ENSG00000242653	ENSG00000242653
IGLV3-19	ENSG00000211663	ENSG00000211663
NSD2	ENSG00000109685	7468
AC099398.1	ENSG00000261467	ENSG00000261467
ATP6V0E1	ENSG00000113732	8992
MT-TP	ENSG00000210196	ENSG00000210196
KATNBL1	ENSG00000134152	79768
GCHFR	ENSG00000137880	2644
NIFK-AS1	ENSG00000236859	254128
COX8A	ENSG00000176340	1351
MAN2B1	ENSG00000104774	4125
DUSP12	ENSG00000081721	11266
AL512504.2	ENSG00000228051	ENSG00000228051
AC107909.1	ENSG00000253532	ENSG00000253532
RPL10P3	ENSG00000230734	ENSG00000230734
NSUN3	ENSG00000178694	63899
YTHDF1	ENSG00000149658	54915
HIST2H2AA3	ENSG00000203812	8337
HACD1	ENSG00000165996	9200
SULF2	ENSG00000196562	55959
GMPPA	ENSG00000144591	29926
GAS5	ENSG00000234741	60674
Z97353.1	ENSG00000231369	ENSG00000231369
SERBP1	ENSG00000142864	26135
PPP1R2B	ENSG00000231989	153743
AC012645.2	ENSG00000261367	ENSG00000261367
AC007861.2	ENSG00000263110	ENSG00000263110
FBLIM1	ENSG00000162458	54751
EID1	ENSG00000255302	23741
LZIC	ENSG00000162441	84328
RPL17	ENSG00000265681	6139
PHACTR3	ENSG00000087495	116154
RPS17	ENSG00000182774	6218
ZNF83	ENSG00000167766	55769
ENSG00000238980	ENSG00000238980	ENSG00000238980
MYCNOS	ENSG00000233718	10408
AC135895.1	ENSG00000198671	ENSG00000198671
AC099336.2	ENSG00000236439	ENSG00000236439
RPS12	ENSG00000112306	6206
AL096870.2	ENSG00000260669	ENSG00000260669
JADE2	ENSG00000043143	23338
PHF23	ENSG00000040633	79142
STX5	ENSG00000162236	6811
AC008494.3	ENSG00000271797	ENSG00000271797
AC009407.1	ENSG00000261829	ENSG00000261829
BCAP31	ENSG00000185825	10134
DNAJC10	ENSG00000077232	54431
ETF1P2	ENSG00000240132	ENSG00000240132
YTHDF3	ENSG00000185728	253943
AC013404.1	ENSG00000231017	ENSG00000231017
TCEAL9	ENSG00000185222	51186
ZNF71	ENSG00000197951	58491
PMS2P1	ENSG00000078319	ENSG00000078319
LOC101929333	ENSG00000260103	101929333
FIBP	ENSG00000172500	9158
IGLV1-51	ENSG00000211644	ENSG00000211644
LINC01067	ENSG00000236053	ENSG00000236053
AF111167.1	ENSG00000258820	ENSG00000258820
C9orf78	ENSG00000136819	51759
CRCP	ENSG00000241258	27297
TMEM213	ENSG00000214128	155006
AC012557.2	ENSG00000272181	ENSG00000272181
FAM83H-AS1	ENSG00000203499	100128338
LOC101927588	ENSG00000214803	101927588
ACKR4	ENSG00000129048	51554
CBR3-AS1	ENSG00000236830	100506428
ZNF155	ENSG00000204920	7711
AP000654.1	ENSG00000269895	ENSG00000269895
RPS3AP36	ENSG00000214362	ENSG00000214362
ENSG00000215608	ENSG00000215608	ENSG00000215608
ENSG00000266475	ENSG00000266475	ENSG00000266475
AC104819.3	ENSG00000270265	ENSG00000270265
ENSG00000248280	ENSG00000248280	ENSG00000248280
AC130324.2	ENSG00000265334	ENSG00000265334
AC103810.3	ENSG00000265982	ENSG00000265982
MYORG	ENSG00000164976	57462
MYL12BP2	ENSG00000227765	ENSG00000227765
RNU5A-1	ENSG00000199568	26831
AC244034.1	ENSG00000234981	ENSG00000234981
LINC01422	ENSG00000223704	ENSG00000223704
AL358472.3	ENSG00000273026	ENSG00000273026
RN7SL737P	ENSG00000243015	ENSG00000243015
NPIPB15	ENSG00000196436	440348
AL157938.1	ENSG00000226987	ENSG00000226987
SLC52A2	ENSG00000185803	79581
LINC00664	ENSG00000268658	400680
ENSG00000272520	ENSG00000272520	ENSG00000272520
AP003354.1	ENSG00000253263	ENSG00000253263
AC008481.1	ENSG00000213303	ENSG00000213303
AL359092.2	ENSG00000232172	ENSG00000232172
AL354892.2	ENSG00000232640	ENSG00000232640
AC136632.2	ENSG00000251211	ENSG00000251211
RN7SL356P	ENSG00000266553	ENSG00000266553
ARMCX5	ENSG00000125962	64860
WDFY3	ENSG00000163625	23001
DPP9-AS1	ENSG00000205790	ENSG00000205790
AL132780.3	ENSG00000259132	ENSG00000259132
ENSG00000197844	ENSG00000197844	ENSG00000197844
TSPEAR-AS2	ENSG00000182912	ENSG00000182912
CA2	ENSG00000104267	760
PMF1-BGLAP	ENSG00000260238	100527963
AC114400.1	ENSG00000243295	ENSG00000243295
SPINK9	ENSG00000204909	643394
ENSG00000236157	ENSG00000236157	ENSG00000236157
MIR2117HG	ENSG00000267151	106660605
RPL23AP48	ENSG00000219135	ENSG00000219135
AC080162.1	ENSG00000239300	ENSG00000239300
ENSG00000266457	ENSG00000266457	ENSG00000266457
CFAP70	ENSG00000156042	118491
RPS18P13	ENSG00000243455	ENSG00000243455
ENSG00000179294	ENSG00000179294	ENSG00000179294
OLR1	ENSG00000173391	4973
PCNPP4	ENSG00000237089	ENSG00000237089
C4A-AS1	ENSG00000233627	ENSG00000233627
SMPDL3B	ENSG00000130768	27293
ENSG00000226524	ENSG00000226524	ENSG00000226524
C2-AS1	ENSG00000229776	102060414
RPL12P38	ENSG00000213228	ENSG00000213228
ENSG00000254640	ENSG00000254640	ENSG00000254640
SAPCD1-AS1	ENSG00000235663	ENSG00000235663
AC008737.3	ENSG00000269799	ENSG00000269799
ENSG00000017621	ENSG00000017621	ENSG00000017621
BX119917.1	ENSG00000225471	ENSG00000225471
AL136131.3	ENSG00000272114	ENSG00000272114
USP29	ENSG00000131864	57663
CAVIN4	ENSG00000170681	347273
RNF208	ENSG00000212864	727800
CHODL	ENSG00000154645	140578
ENSG00000258946	ENSG00000258946	ENSG00000258946
MKI67	ENSG00000148773	4288
FAM86HP	ENSG00000253540	ENSG00000253540
AL122058.1	ENSG00000226308	ENSG00000226308
ARAP1-AS2	ENSG00000245148	100506020
Y_RNA	ENSG00000252759	ENSG00000252759
AC011511.1	ENSG00000167807	ENSG00000167807
EEF1B2P5	ENSG00000225121	ENSG00000225121
ANKRD13B	ENSG00000198720	124930
HHLA3	ENSG00000197568	11147
AC064836.3	ENSG00000273456	ENSG00000273456
ZSWIM8-AS1	ENSG00000272589	100507331
ENSG00000197681	ENSG00000197681	ENSG00000197681
EEF1GP8	ENSG00000234125	ENSG00000234125
TAGLN2P1	ENSG00000253676	ENSG00000253676
AC144548.2	ENSG00000258210	ENSG00000258210
AL627309.3	ENSG00000239945	ENSG00000239945
SLC6A12	ENSG00000111181	6539
LINC02473	ENSG00000261121	107986266
UFL1-AS1	ENSG00000233797	ENSG00000233797
ENSG00000268211	ENSG00000268211	ENSG00000268211
RPL31	ENSG00000071082	6160
BX324167.1	ENSG00000235091	ENSG00000235091
AL137784.1	ENSG00000219755	ENSG00000219755
LINC01481	ENSG00000257613	ENSG00000257613
RN7SL861P	ENSG00000243173	ENSG00000243173
RN7SL824P	ENSG00000242764	ENSG00000242764
LINC01841	ENSG00000266913	105372288
ZNF491	ENSG00000177599	126069
AL357140.2	ENSG00000228150	ENSG00000228150
LOC101929538	ENSG00000245008	101929538
AL359641.1	ENSG00000236988	ENSG00000236988
AC048382.2	ENSG00000259244	ENSG00000259244
ZBED8	ENSG00000221886	63920
IGKV2D-30	ENSG00000239571	ENSG00000239571
RN7SL814P	ENSG00000244326	ENSG00000244326
LINC00520	ENSG00000258791	ENSG00000258791
CCDC183-AS1	ENSG00000228544	100131193
ENSG00000269905	ENSG00000269905	ENSG00000269905
S1PR4	ENSG00000125910	8698
SMIM10L1	ENSG00000256537	100129361
LINC01934	ENSG00000234663	101927156
TUBA3FP	ENSG00000161149	113691
ENSG00000228313	ENSG00000228313	ENSG00000228313
MT2A	ENSG00000125148	4502
LOC101927136	ENSG00000231683	101927136
AC123912.1	ENSG00000268081	ENSG00000268081
RN7SL391P	ENSG00000265388	ENSG00000265388
MTND2P9	ENSG00000225901	ENSG00000225901
DLEU2L	ENSG00000116652	ENSG00000116652
AL451007.1	ENSG00000232059	ENSG00000232059
CDH19	ENSG00000071991	28513
OR7E37P	ENSG00000215480	ENSG00000215480
AL365277.2	ENSG00000228060	ENSG00000228060
RPL10A	ENSG00000198755	4736
AIF1	ENSG00000204472	199
IGHV1-2	ENSG00000211934	ENSG00000211934
AC034105.1	ENSG00000197476	ENSG00000197476
IGKV2-30	ENSG00000243238	ENSG00000243238
NPM1P29	ENSG00000239351	ENSG00000239351
RPL12P33	ENSG00000244585	ENSG00000244585
ZNF235	ENSG00000159917	9310
MKS1	ENSG00000011143	54903
HAMP	ENSG00000105697	57817
LINC02475	ENSG00000251350	100506827
CIB2	ENSG00000136425	10518
AC092068.1	ENSG00000267214	ENSG00000267214
FLJ37035	ENSG00000224023	399821
MARVELD3	ENSG00000140832	91862
AC009021.1	ENSG00000260905	ENSG00000260905
BTF3P5	ENSG00000233594	ENSG00000233594
AC011477.3	ENSG00000267565	ENSG00000267565
RPL9P30	ENSG00000240074	ENSG00000240074
LINC01301	ENSG00000251396	ENSG00000251396
AC243964.2	ENSG00000266903	ENSG00000266903
ENSG00000254977	ENSG00000254977	ENSG00000254977
AC137695.1	ENSG00000270492	ENSG00000270492
AC004386.1	ENSG00000213269	ENSG00000213269
PTPRJ	ENSG00000149177	5795
MAN1B1-AS1	ENSG00000268996	100289341
LOC101927257	ENSG00000232564	101927257
AC233728.1	ENSG00000233250	ENSG00000233250
AL606490.3	ENSG00000230100	ENSG00000230100
AC113191.1	ENSG00000254198	ENSG00000254198
CASC4P1	ENSG00000238132	ENSG00000238132
AC027097.2	ENSG00000267787	ENSG00000267787
HNRNPA1P16	ENSG00000262333	ENSG00000262333
JAG1	ENSG00000101384	182
CD68	ENSG00000129226	968
RPS19P1	ENSG00000214612	ENSG00000214612
LINC01588	ENSG00000214900	283551
AC009148.1	ENSG00000260495	ENSG00000260495
AL353752.1	ENSG00000228373	ENSG00000228373
BMS1P1	ENSG00000204177	399761
SNORD36C	ENSG00000252542	26813
ZNF625-ZNF20	ENSG00000213297	ENSG00000213297
HSD17B7P2	ENSG00000099251	158160
RPS6P12	ENSG00000233309	ENSG00000233309
HCG9	ENSG00000204625	10255
RNU6-118P	ENSG00000252361	ENSG00000252361
RN7SL125P	ENSG00000244514	ENSG00000244514
ENSG00000232372	ENSG00000232372	ENSG00000232372
ENSG00000269358	ENSG00000269358	ENSG00000269358
AL139286.2	ENSG00000271914	ENSG00000271914
AL450326.1	ENSG00000230555	ENSG00000230555
CALCB	ENSG00000175868	797
USP15	ENSG00000135655	9958
AC025048.2	ENSG00000267248	ENSG00000267248
ZNF724	ENSG00000196081	440519
AC104365.2	ENSG00000267501	ENSG00000267501
TCEAL6	ENSG00000204071	158931
LOC101928737	ENSG00000260750	101928737
AC068993.1	ENSG00000257564	ENSG00000257564
SIRPB1	ENSG00000101307	10326
AC106870.1	ENSG00000197644	ENSG00000197644
AP000275.2	ENSG00000265590	ENSG00000265590
LOC102723322	ENSG00000260493	102723322
AL513534.1	ENSG00000260400	ENSG00000260400
AC138781.1	ENSG00000247130	ENSG00000247130
AC005099.1	ENSG00000226624	ENSG00000226624
DUX4L50	ENSG00000232815	ENSG00000232815
DNAJC9-AS1	ENSG00000227540	414245
GLUD2	ENSG00000182890	2747
ENSG00000263524	ENSG00000263524	ENSG00000263524
COL4A6	ENSG00000197565	1288
ATAD5	ENSG00000176208	79915
TNFRSF13C	ENSG00000159958	115650
ENSG00000272216	ENSG00000272216	ENSG00000272216
IGKV3D-11	ENSG00000211632	ENSG00000211632
ANP32B	ENSG00000136938	10541
CRTAP	ENSG00000170275	10491
PPP1R21	ENSG00000162869	129285
ENSG00000270101	ENSG00000270101	ENSG00000270101
NRBF2	ENSG00000148572	29982
QKI	ENSG00000112531	9444
ERGIC1	ENSG00000113719	57222
ATP5ME	ENSG00000169020	521
FNDC3B	ENSG00000075420	64778
IGKV1D-39	ENSG00000251546	ENSG00000251546
ORMDL1	ENSG00000128699	94101
CSK	ENSG00000103653	1445
CALCOCO1	ENSG00000012822	57658
MAPKAPK5	ENSG00000089022	8550
IZUMO2	ENSG00000161652	126123
SLC11A2	ENSG00000110911	4891
CUL5	ENSG00000166266	8065
AMDHD2	ENSG00000162066	51005
CAPN3	ENSG00000092529	825
CCNC	ENSG00000112237	892
SNAP23	ENSG00000092531	8773
ENSG00000211671	ENSG00000211671	ENSG00000211671
SRRM1	ENSG00000133226	10250
GOLGA8A	ENSG00000175265	23015
SOD1	ENSG00000142168	6647
TAP2	ENSG00000204267	6891
KPNA3	ENSG00000102753	3839
NDUFC1	ENSG00000109390	4717
PSMA1	ENSG00000129084	5682
AL365295.1	ENSG00000237356	ENSG00000237356
ASCC2	ENSG00000100325	84164
AP001000.1	ENSG00000254612	ENSG00000254612
DHRS13	ENSG00000167536	147015
UQCC1	ENSG00000101019	55245
SNX5	ENSG00000089006	27131
CD164	ENSG00000135535	8763
PFDN6	ENSG00000204220	10471
AC124854.1	ENSG00000249776	ENSG00000249776
AK9	ENSG00000155085	221264
WWP2	ENSG00000198373	11060
SEPT14	ENSG00000154997	346288
CDC27	ENSG00000004897	996
STK16	ENSG00000115661	8576
AL359091.3	ENSG00000272696	ENSG00000272696
DDX24	ENSG00000089737	57062
DCXR	ENSG00000169738	51181
ODR4	ENSG00000157181	54953
ENSG00000265414	ENSG00000265414	ENSG00000265414
ESF1	ENSG00000089048	51575
ENSG00000270018	ENSG00000270018	ENSG00000270018
AC093752.3	ENSG00000260091	ENSG00000260091
GPN3	ENSG00000111231	51184
MOGS	ENSG00000115275	7841
VPS29	ENSG00000111237	51699
TM9SF4	ENSG00000101337	9777
TUBG1	ENSG00000131462	7283
AL392023.2	ENSG00000259048	ENSG00000259048
ZSWIM9	ENSG00000185453	374920
SUMO1P3	ENSG00000235082	ENSG00000235082
SERINC3	ENSG00000132824	10955
PCNX4	ENSG00000126773	64430
ENSG00000197697	ENSG00000197697	ENSG00000197697
G2E3	ENSG00000092140	55632
ZC3H15	ENSG00000065548	55854
AC124944.3	ENSG00000260261	ENSG00000260261
USP4	ENSG00000114316	7375
ZFR	ENSG00000056097	51663
PSMB2	ENSG00000126067	5690
JKAMP	ENSG00000050130	51528
INTS6L	ENSG00000165359	203522
ZGPAT	ENSG00000197114	84619
LINC00910	ENSG00000188825	ENSG00000188825
TMEM251	ENSG00000153485	26175
NUP93	ENSG00000102900	9688
GALNS	ENSG00000141012	2588
CREBBP	ENSG00000005339	1387
PPP1R2	ENSG00000184203	5504
CUEDC2	ENSG00000107874	79004
DENND3	ENSG00000105339	22898
EMC4	ENSG00000128463	51234
TDP2	ENSG00000111802	51567
EXOC4	ENSG00000131558	60412
WAS	ENSG00000015285	7454
SCAF1	ENSG00000126461	58506
ANKHD1	ENSG00000131503	54882
AC020743.1	ENSG00000228005	ENSG00000228005
TAF7	ENSG00000178913	6879
EEF1A1P36	ENSG00000223912	ENSG00000223912
SLC35F6	ENSG00000213699	54978
CIR1	ENSG00000138433	9541
AC025741.1	ENSG00000249409	ENSG00000249409
AC010809.1	ENSG00000259287	ENSG00000259287
AC005306.1	ENSG00000267283	ENSG00000267283
AC004486.1	ENSG00000257905	ENSG00000257905
AC010226.1	ENSG00000249249	ENSG00000249249
RPUSD3	ENSG00000156990	285367
ZSCAN12	ENSG00000158691	9753
BRD7	ENSG00000166164	29117
PIM2	ENSG00000102096	11040
NDUFAF7	ENSG00000003509	55471
ADAM1A	ENSG00000229186	ENSG00000229186
CNOT7	ENSG00000198791	29883
ENSG00000269501	ENSG00000269501	ENSG00000269501
C11orf68	ENSG00000175573	83638
CYB5R3	ENSG00000100243	1727
SLC9A3-AS1	ENSG00000225138	ENSG00000225138
AC004069.1	ENSG00000251259	ENSG00000251259
AC010329.1	ENSG00000268416	ENSG00000268416
XPNPEP1	ENSG00000108039	7511
ZC3H14	ENSG00000100722	79882
AL031186.1	ENSG00000237015	ENSG00000237015
MTHFD1	ENSG00000100714	4522
DPH7	ENSG00000148399	92715
UBQLN1	ENSG00000135018	29979
PRKAG1	ENSG00000181929	5571
ZNF189	ENSG00000136870	7743
AL358942.1	ENSG00000225580	ENSG00000225580
APOM	ENSG00000204444	55937
VPS41	ENSG00000006715	27072
PRKY	ENSG00000099725	5616
COPZ1	ENSG00000111481	22818
MMADHC	ENSG00000168288	27249
INMT	ENSG00000241644	11185
OSBP2	ENSG00000184792	23762
ENSG00000267981	ENSG00000267981	ENSG00000267981
LOC107984056	ENSG00000122512	107984056
PMS2	ENSG00000122512	5395
ATP5MC1	ENSG00000159199	516
BSCL2	ENSG00000168000	26580
CBX3	ENSG00000122565	11335
CEP44	ENSG00000164118	80817
TEPSIN	ENSG00000167302	146705
TRIM28	ENSG00000130726	10155
SEC23IP	ENSG00000107651	11196
HSD17B11	ENSG00000198189	51170
LINC01537	ENSG00000227467	101928555
TMEM135	ENSG00000166575	65084
DNAJB11	ENSG00000090520	51726
ATG3	ENSG00000144848	64422
SRRM5	ENSG00000226763	100170229
LAMP5	ENSG00000125869	24141
RFK	ENSG00000135002	55312
ATP5S	ENSG00000125375	27109
MINOS1	ENSG00000173436	440574
PRICKLE3	ENSG00000012211	4007
ENSG00000261705	ENSG00000261705	ENSG00000261705
CAP1	ENSG00000131236	10487
ATP6V1E1	ENSG00000131100	529
DHTKD1	ENSG00000181192	55526
TMEM134	ENSG00000172663	80194
PLEKHA2	ENSG00000169499	59339
MAP3K10	ENSG00000130758	4294
C8orf82	ENSG00000213563	414919
ZCCHC7	ENSG00000147905	84186
AC092641.1	ENSG00000227176	ENSG00000227176
SNX20	ENSG00000167208	124460
SMPD1	ENSG00000166311	6609
PHB2	ENSG00000215021	11331
GSPT1	ENSG00000103342	2935
AP000873.4	ENSG00000254676	ENSG00000254676
CLK4	ENSG00000113240	57396
AC093909.1	ENSG00000180015	ENSG00000180015
RBBP4P1	ENSG00000249485	ENSG00000249485
AC084024.1	ENSG00000240015	ENSG00000240015
AARS2	ENSG00000124608	57505
OSBPL11	ENSG00000144909	114885
RNASEK	ENSG00000219200	440400
COMMD2	ENSG00000114744	51122
FRAT2	ENSG00000181274	23401
RPL9P2	ENSG00000234324	ENSG00000234324
DPY30	ENSG00000162961	84661
ZNF461	ENSG00000197808	92283
ZNF787	ENSG00000142409	126208
ZNF511	ENSG00000198546	118472
DTYMK	ENSG00000168393	1841
MAP3K11	ENSG00000173327	4296
LOC108783654	ENSG00000266962	108783654
ENSG00000266926	ENSG00000266926	ENSG00000266926
RPL14P1	ENSG00000139239	ENSG00000139239
QTRT2	ENSG00000151576	79691
ARHGEF18	ENSG00000104880	23370
SQSTM1	ENSG00000161011	8878
CAMK2G	ENSG00000148660	818
CMAHP	ENSG00000168405	ENSG00000168405
PDLIM7	ENSG00000196923	9260
B9D2	ENSG00000123810	80776
TNFRSF14	ENSG00000157873	8764
NPM1P37	ENSG00000219085	ENSG00000219085
AGTPBP1	ENSG00000135049	23287
EDC4	ENSG00000038358	23644
FANCM	ENSG00000187790	57697
CCAR2	ENSG00000158941	57805
ATP6V0B	ENSG00000117410	533
NOP14-AS1	ENSG00000249673	317648
LUC7L	ENSG00000007392	55692
EIF5	ENSG00000100664	1983
BUB3	ENSG00000154473	9184
TLK2P1	ENSG00000226049	ENSG00000226049
SNX22	ENSG00000157734	79856
YIPF6	ENSG00000181704	286451
EXTL3	ENSG00000012232	2137
BANF1	ENSG00000175334	8815
ZNF184	ENSG00000096654	7738
CALR	ENSG00000179218	811
KLHL8	ENSG00000145332	57563
UBR5	ENSG00000104517	51366
C5	ENSG00000106804	727
SMARCC2	ENSG00000139613	6601
KCMF1	ENSG00000176407	56888
H6PD	ENSG00000049239	9563
RAB14	ENSG00000119396	51552
DYNC1LI2	ENSG00000135720	1783
SMG6	ENSG00000070366	23293
MMP24-AS1-EDEM2	ENSG00000088298	111089941
EDEM2	ENSG00000088298	55741
PBRM1	ENSG00000163939	55193
ANAPC1	ENSG00000153107	64682
METTL14	ENSG00000145388	57721
RAD51B	ENSG00000182185	5890
VEZT	ENSG00000028203	55591
AC011815.1	ENSG00000268573	ENSG00000268573
ENSG00000264065	ENSG00000264065	ENSG00000264065
SDCCAG3	ENSG00000165689	10807
METTL3	ENSG00000165819	56339
PLCG2	ENSG00000197943	5336
PRDX1	ENSG00000117450	5052
ZYG11B	ENSG00000162378	79699
MBTPS1	ENSG00000140943	8720
IGKV1-27	ENSG00000244575	ENSG00000244575
RAD51C	ENSG00000108384	5889
MGRN1	ENSG00000102858	23295
LAS1L	ENSG00000001497	81887
CGGBP1	ENSG00000163320	8545
ENSG00000229729	ENSG00000229729	ENSG00000229729
VCPIP1	ENSG00000175073	80124
IGHV4-31	ENSG00000231475	ENSG00000231475
WAC	ENSG00000095787	51322
NAA30	ENSG00000139977	122830
C1QTNF12	ENSG00000184163	388581
AC092143.4	ENSG00000267048	ENSG00000267048
PDE4D	ENSG00000113448	5144
ABCA1	ENSG00000165029	19
AC026369.3	ENSG00000256948	ENSG00000256948
TVP23C-CDRT4	ENSG00000259024	100533496
AC025171.4	ENSG00000272144	ENSG00000272144
ARFGEF3	ENSG00000112379	57221
SNORA2B	ENSG00000207313	677794
SNORA71B	ENSG00000235408	ENSG00000235408
IGHV3-53	ENSG00000211967	ENSG00000211967
ENSG00000203815	ENSG00000203815	ENSG00000203815
CFAP61	ENSG00000089101	26074
RHPN1-AS1	ENSG00000254389	78998
AC103769.1	ENSG00000253475	ENSG00000253475
AC099522.2	ENSG00000272525	ENSG00000272525
AC100788.1	ENSG00000267491	ENSG00000267491
ENSG00000216115	ENSG00000216115	ENSG00000216115
RIC3	ENSG00000166405	79608
XCR1	ENSG00000173578	2829
AL157392.4	ENSG00000273474	ENSG00000273474
AC020909.2	ENSG00000268518	ENSG00000268518
ANLN	ENSG00000011426	54443
LOC101927809	ENSG00000260552	101927809
CD244	ENSG00000122223	51744
ADCY6	ENSG00000174233	112
AC241584.1	ENSG00000230832	ENSG00000230832
SNX21	ENSG00000124104	90203
ENSG00000258582	ENSG00000258582	ENSG00000258582
ACBD3-AS1	ENSG00000234478	ENSG00000234478
AC027688.2	ENSG00000260620	ENSG00000260620
ALDH7A1	ENSG00000164904	501
AL355987.4	ENSG00000273066	ENSG00000273066
CDH24	ENSG00000139880	64403
POM121L10P	ENSG00000224124	ENSG00000224124
ALG1L9P	ENSG00000248671	285407
NOC2LP2	ENSG00000217950	ENSG00000217950
AC011753.2	ENSG00000230696	ENSG00000230696
AC004997.1	ENSG00000248751	ENSG00000248751
LOC349160	ENSG00000234352	349160
ENSG00000213084	ENSG00000213084	ENSG00000213084
CASP5	ENSG00000137757	838
AC023632.5	ENSG00000254315	ENSG00000254315
ZNF716	ENSG00000182111	441234
AL358176.4	ENSG00000231440	ENSG00000231440
AL136528.1	ENSG00000227589	ENSG00000227589
AC074019.1	ENSG00000203387	ENSG00000203387
AC006557.4	ENSG00000267756	ENSG00000267756
RN7SL608P	ENSG00000239884	ENSG00000239884
ENSG00000266209	ENSG00000266209	ENSG00000266209
LINC02324	ENSG00000255002	100128233
AC093726.1	ENSG00000272760	ENSG00000272760
AC092070.4	ENSG00000269758	ENSG00000269758
